id_candidat,id_hypothèse,borne_sup,borne_inf,resultat
15,136,1.6284,0.3716,1
14,136,10.8075,7.1925,9
3,136,20.4266,15.5734,18
8,136,1.6284,0.3716,1
2,136,2.8843,1.1157,2
9,136,2.8843,1.1157,2
4,136,9.7135,6.2865,8
16,136,0.9455,0.0545,0.5
6,136,2.8843,1.1157,2
16,137,1.6356,0.3644,1
15,137,1.6356,0.3644,1
17,137,1.6356,0.3644,1
4,137,9.7331,6.2669,8
12,137,32.9275,27.0725,30
32,137,6.3923,3.6077,5
9,137,2.8944,1.1056,2
7,137,17.2811,12.7189,15
11,137,9.7331,6.2669,8
1,137,6.3923,3.6077,5
20,137,0,0,0
2,137,2.8944,1.1056,2
3,137,19.3996,14.6004,17
6,137,2.8944,1.1056,2
8,137,1.6356,0.3644,1
10,137,2.8944,1.1056,2
3,138,27.0405,22.9595,25
11,138,12.4744,9.5256,11
20,138,0.8324,0.1676,0.5
10,138,1.4689,0.5311,1
4,138,7.1191,4.8809,6
12,138,26.0125,21.9875,24
1,138,8.2023,5.7977,7
8,138,1.4689,0.5311,1
15,138,1.4689,0.5311,1
2,138,6.027,3.973,5
6,138,3.2357,1.7643,2.5
19,138,0,0,0
13,138,17.7276,14.2724,16
12,139,30.1158,25.8842,28
4,139,10.3486,7.6514,9
10,139,1.4689,0.5311,1
11,139,14.5848,11.4152,13
20,139,0.8324,0.1676,0.5
8,139,2.0728,0.9272,1.5
2,139,6.027,3.973,5
19,139,1.4689,0.5311,1
5,139,14.5848,11.4152,13
15,139,1.4689,0.5311,1
3,139,29.0921,24.9079,27
1,140,11.4137,8.5863,10
20,140,0.8324,0.1676,0.5
13,140,21.8849,18.1151,20
2,140,4.9234,3.0766,4
8,140,1.4689,0.5311,1
19,140,0,0,0
15,140,2.0728,0.9272,1.5
10,140,1.4689,0.5311,1
12,140,27.0405,22.9595,25
11,140,13.5313,10.4687,12
3,140,27.0405,22.9595,25
19,141,1.4689,0.5311,1
12,141,29.0921,24.9079,27
6,141,3.2357,1.7643,2.5
2,141,6.5743,4.4257,5.5
20,141,1.4689,0.5311,1
3,141,29.0921,24.9079,27
15,141,2.0728,0.9272,1.5
10,141,2.0728,0.9272,1.5
1,141,9.2784,6.7216,8
4,141,8.2023,5.7977,7
11,141,11.4137,8.5863,10
8,141,1.4689,0.5311,1
22,141,8.2023,5.7977,7
11,142,12.4744,9.5256,11
4,142,8.2023,5.7977,7
5,142,12.4744,9.5256,11
15,142,1.4689,0.5311,1
6,142,3.8039,2.1961,3
8,142,1.4689,0.5311,1
1,142,8.2023,5.7977,7
12,142,27.0405,22.9595,25
2,142,6.027,3.973,5
3,142,28.067,23.933,26
10,142,2.0728,0.9272,1.5
19,142,0.8324,0.1676,0.5
20,142,0.8324,0.1676,0.5
10,143,2.0728,0.9272,1.5
8,143,0.8324,0.1676,0.5
1,143,11.4137,8.5863,10
2,143,6.027,3.973,5
20,143,1.4689,0.5311,1
19,143,1.4689,0.5311,1
3,143,29.0921,24.9079,27
11,143,14.5848,11.4152,13
5,143,13.5313,10.4687,12
12,143,29.0921,24.9079,27
15,143,2.6597,1.3403,2
10,144,2.0728,0.9272,1.5
4,144,8.2023,5.7977,7
8,144,1.4689,0.5311,1
11,144,12.4744,9.5256,11
20,144,0.8324,0.1676,0.5
15,144,3.8039,2.1961,3
6,144,3.8039,2.1961,3
1,144,8.2023,5.7977,7
19,144,1.4689,0.5311,1
2,144,7.1191,4.8809,6
3,144,29.0921,24.9079,27
12,144,28.067,23.933,26
28,144,7.1191,4.8809,6
3,145,28.067,23.933,26
12,145,27.0405,22.9595,25
15,145,2.0728,0.9272,1.5
2,145,4.9234,3.0766,4
20,145,0.8324,0.1676,0.5
19,145,0,0,0
10,145,2.0728,0.9272,1.5
8,145,0.8324,0.1676,0.5
4,145,10.3486,7.6514,9
11,145,15.1103,11.8897,13.5
13,145,20.8486,17.1514,19
13,146,19.8104,16.1896,18
19,146,0.8324,0.1676,0.5
3,146,27.0405,22.9595,25
11,146,13.5313,10.4687,12
8,146,1.4689,0.5311,1
4,146,8.2023,5.7977,7
15,146,1.4689,0.5311,1
6,146,2.6597,1.3403,2
9,146,6.027,3.973,5
10,146,1.4689,0.5311,1
2,146,4.9234,3.0766,4
12,146,24.9831,21.0169,23
20,146,0.8324,0.1676,0.5
31,147,2.6597,1.3403,2
12,147,26.0125,21.9875,24
11,147,12.4744,9.5256,11
20,147,0.8324,0.1676,0.5
15,147,2.0728,0.9272,1.5
3,147,27.0405,22.9595,25
19,147,0,0,0
6,147,2.6597,1.3403,2
8,147,0.8324,0.1676,0.5
2,147,4.9234,3.0766,4
13,147,19.8104,16.1896,18
10,147,2.0728,0.9272,1.5
1,147,11.4137,8.5863,10
6,148,2.8291,1.1709,2
16,148,1.5892,0.4108,1
15,148,1.5892,0.4108,1
10,148,1.5892,0.4108,1
12,148,28.5976,23.4024,26
4,148,7.4064,4.5936,6
8,148,1.5892,0.4108,1
20,148,0,0,0
13,148,14.9916,11.0084,13
19,148,1.5892,0.4108,1
2,148,4.0102,1.9898,3
3,148,29.6292,24.3708,27
1,148,8.511,5.489,7
11,148,12.853,9.147,11
19,149,1.5964,0.4036,1
2,149,5.1746,2.8254,4
15,149,1.5964,0.4036,1
12,149,30.6913,25.3087,28
20,149,1.5964,0.4036,1
3,149,31.7198,26.2802,29
16,149,1.5964,0.4036,1
8,149,2.8391,1.1609,2
6,149,5.1746,2.8254,4
4,149,13.9478,10.0522,12
13,149,16.0798,11.9202,14
10,149,4.0225,1.9775,3
16,150,1.6038,0.3962,1
3,150,31.7536,26.2464,29
2,150,6.3226,3.6774,5
6,150,4.0352,1.9648,3
11,150,15.0408,10.9592,13
19,150,1.6038,0.3962,1
12,150,31.7536,26.2464,29
13,150,16.1056,11.8944,14
20,150,1.6038,0.3962,1
8,150,1.6038,0.3962,1
15,150,1.6038,0.3962,1
10,150,2.8496,1.1504,2
16,151,1.6076,0.3924,1
13,151,17.1805,12.8195,15
3,151,31.771,26.229,29
19,151,1.6076,0.3924,1
1,151,10.7476,7.2524,9
6,151,5.1967,2.8033,4
12,151,30.7419,25.2581,28
2,151,6.3309,3.6691,5
10,151,4.0417,1.9583,3
20,151,1.6076,0.3924,1
8,151,4.0417,1.9583,3
15,151,1.6076,0.3924,1
5,152,8.5298,7.4702,8
11,152,11.6111,10.3889,11
7,152,11.6111,10.3889,11
3,152,16.716,15.284,16
17,152,2.8049,2.1951,2.5
6,152,2.2734,1.7266,2
12,152,20.7812,19.2188,20
2,152,5.4256,4.5744,5
8,152,0.6378,0.3622,0.5
15,152,1.1943,0.8057,1
1,152,5.4256,4.5744,5
4,152,6.4638,5.5362,6
13,152,10.5859,9.4141,10
10,152,2.2734,1.7266,2
2,153,5.5427,4.4573,5
4,153,10.747,9.253,10
12,153,28.1055,25.8945,27
30,153,1.2478,0.7522,1
6,153,2.3486,1.6514,2
3,153,28.1055,25.8945,27
5,153,11.7791,10.2209,11
11,153,8.6756,7.3244,8
1,153,9.7126,8.2874,9
1,154,8.6719,7.3281,8
6,154,2.3467,1.6533,2
2,154,4.4853,3.5147,4
11,154,8.6719,7.3281,8
3,154,27.0863,24.9137,26
4,154,10.743,9.257,10
13,154,16.9079,15.0921,16
12,154,26.0724,23.9276,25
30,154,1.2464,0.7536,1
3,155,29.1243,26.8757,28
6,155,2.3506,1.6494,2
1,155,9.7166,8.2834,9
2,155,5.5457,4.4543,5
11,155,8.6793,7.3207,8
30,155,1.2491,0.7509,1
4,155,10.7512,9.2488,10
12,155,30.1362,27.8638,29
28,155,8.6793,7.3207,8
20,156,0,0,0
4,156,9.7763,6.2237,8
15,156,1.6515,0.3485,1
32,156,6.427,3.573,5
10,156,1.6515,0.3485,1
1,156,5.283,2.717,4
9,156,2.9166,1.0834,2
16,156,1.6515,0.3485,1
6,156,2.9166,1.0834,2
8,156,1.6515,0.3485,1
2,156,4.1169,1.8831,3
17,156,1.6515,0.3485,1
12,156,28.8719,23.1281,26
11,156,10.8738,7.1262,9
7,156,15.2019,10.7981,13
3,156,23.6668,18.3332,21
15,157,1.6477,0.3523,1
20,157,0,0,0
7,157,15.1892,10.8108,13
3,157,22.6039,17.3961,20
12,157,27.8188,22.1812,25
16,157,1.6477,0.3523,1
8,157,1.6477,0.3523,1
1,157,5.2756,2.7244,4
17,157,1.6477,0.3523,1
4,157,9.766,6.234,8
14,157,10.863,7.137,9
2,157,4.1105,1.8895,3
11,157,10.863,7.137,9
9,157,2.9114,1.0886,2
10,157,1.6477,0.3523,1
6,157,2.9114,1.0886,2
6,158,2.9114,1.0886,2
17,158,1.6477,0.3523,1
1,158,5.2756,2.7244,4
13,158,15.1892,10.8108,13
10,158,1.6477,0.3523,1
15,158,1.6477,0.3523,1
2,158,2.9114,1.0886,2
3,158,22.6039,17.3961,20
16,158,0,0,0
7,158,14.1154,9.8846,12
12,158,27.8188,22.1812,25
20,158,0,0,0
4,158,9.766,6.234,8
11,158,10.863,7.137,9
8,158,1.6477,0.3523,1
9,158,1.6477,0.3523,1
9,159,2.9275,1.0725,2
11,159,10.8959,7.1041,9
10,159,1.6592,0.3408,1
6,159,2.9275,1.0725,2
3,159,24.7444,19.2556,22
20,159,0,0,0
4,159,10.8959,7.1041,9
15,159,1.6592,0.3408,1
12,159,29.9412,24.0588,27
17,159,1.6592,0.3408,1
16,159,1.6592,0.3408,1
7,159,17.3656,12.6344,15
1,159,5.2982,2.7018,4
2,159,4.1301,1.8699,3
33,159,4.1301,1.8699,3
8,159,0,0,0
7,160,15.1892,10.8108,13
5,160,10.863,7.137,9
6,160,2.9114,1.0886,2
12,160,27.8188,22.1812,25
1,160,5.2756,2.7244,4
8,160,1.6477,0.3523,1
2,160,4.1105,1.8895,3
17,160,0,0,0
4,160,9.766,6.234,8
11,160,10.863,7.137,9
20,160,0,0,0
3,160,22.6039,17.3961,20
15,160,1.6477,0.3523,1
9,160,2.9114,1.0886,2
16,160,1.6477,0.3523,1
10,160,2.9114,1.0886,2
8,161,1.4558,0.5442,1
4,161,8.1687,5.8313,7
16,161,0,0,0
1,161,5.9983,4.0017,5
15,161,0,0,0
5,161,15.5894,12.4106,14
10,161,1.4558,0.5442,1
3,161,19.7598,16.2402,18
12,161,24.9277,21.0723,23
17,161,1.4558,0.5442,1
9,161,1.4558,0.5442,1
2,161,2.6413,1.3587,2
7,161,15.5894,12.4106,14
6,161,2.6413,1.3587,2
11,161,12.4332,9.5668,11
12,162,32.4195,25.5805,29
3,162,28.2632,21.7368,25
6,162,1.7498,0.2502,1
19,162,0,0,0
8,162,1.7498,0.2502,1
20,162,1.7498,0.2502,1
16,162,1.7498,0.2502,1
1,162,6.6424,3.3576,5
15,162,3.055,0.945,2
10,162,1.7498,0.2502,1
4,162,7.7897,4.2103,6
2,162,6.6424,3.3576,5
11,162,11.1567,6.8433,9
13,162,16.6149,11.3851,14
8,163,0,0,0
2,163,5.4767,2.5233,4
1,163,6.6424,3.3576,5
12,163,33.4534,26.5466,30
5,163,13.3579,8.6421,11
10,163,3.055,0.945,2
19,163,1.7498,0.2502,1
20,163,1.7498,0.2502,1
3,163,26.1714,19.8286,23
6,163,3.055,0.945,2
11,163,12.2608,7.7392,10
15,163,3.055,0.945,2
4,163,8.9228,5.0772,7
16,163,3.055,0.945,2
8,164,3.055,0.945,2
4,164,7.7897,4.2103,6
15,164,1.7498,0.2502,1
20,164,1.7498,0.2502,1
11,164,12.2608,7.7392,10
2,164,6.6424,3.3576,5
3,164,27.2185,20.7815,24
6,164,3.055,0.945,2
1,164,5.4767,2.5233,4
10,164,1.7498,0.2502,1
19,164,0,0,0
16,164,1.7498,0.2502,1
22,164,14.4489,9.5511,12
12,164,34.4853,27.5147,31
4,165,7.562,4.438,6
16,165,1.6544,0.3456,1
3,165,26.809,21.191,24
11,165,15.2119,10.7881,13
17,165,1.6544,0.3456,1
10,165,1.6544,0.3456,1
12,165,27.848,22.152,25
9,165,6.4334,3.5666,5
2,165,5.2888,2.7112,4
19,165,0,0,0
15,165,1.6544,0.3456,1
8,165,1.6544,0.3456,1
6,165,2.9208,1.0792,2
13,165,18.4112,13.5888,16
19,166,0,0,0
12,166,33.0707,26.9293,30
3,166,28.9392,23.0608,26
32,166,7.5914,4.4086,6
15,166,1.6667,0.3333,1
1,166,8.7097,5.2903,7
6,166,4.1431,1.8569,3
10,166,1.6667,0.3333,1
8,166,1.6667,0.3333,1
2,166,5.3131,2.6869,4
4,166,7.5914,4.4086,6
16,166,1.6667,0.3333,1
11,166,14.1775,9.8225,12
17,166,2.9381,1.0619,2
10,167,1.6584,0.3416,1
5,167,16.2962,11.7038,14
17,167,1.6584,0.3416,1
16,167,1.6584,0.3416,1
1,167,8.6885,5.3115,7
4,167,7.5716,4.4284,6
8,167,1.6584,0.3416,1
19,167,0,0,0
11,167,14.1505,9.8495,12
2,167,5.2968,2.7032,4
12,167,28.9027,23.0973,26
3,167,26.8263,21.1737,24
6,167,2.9265,1.0735,2
15,167,1.6584,0.3416,1
8,168,1.6544,0.3456,1
11,168,14.1373,9.8627,12
3,168,25.7679,20.2321,23
13,168,18.4112,13.5888,16
17,168,1.6544,0.3456,1
10,168,1.6544,0.3456,1
15,168,1.6544,0.3456,1
16,168,1.6544,0.3456,1
2,168,5.2888,2.7112,4
12,168,26.809,21.191,24
6,168,4.122,1.878,3
4,168,7.562,4.438,6
1,168,8.6781,5.3219,7
19,168,0,0,0
6,169,2.0733,0.9267,1.5
13,169,12.4756,9.5244,11
12,169,24.9847,21.0153,23
9,169,3.8045,2.1955,3
8,169,0.8326,0.1674,0.5
7,169,20.8501,17.1499,19
10,169,1.4692,0.5308,1
1,169,4.9242,3.0758,4
2,169,3.8045,2.1955,3
3,169,15.6364,12.3636,14
11,169,12.4756,9.5244,11
4,169,7.12,4.88,6
17,169,2.6603,1.3397,2
15,169,1.4692,0.5308,1
17,170,1.687,0.313,1
20,170,0,0,0
3,170,25.9057,20.0943,23
16,170,0,0,0
9,170,2.9667,1.0333,2
6,170,2.9667,1.0333,2
12,170,29.0286,22.9714,26
19,170,1.687,0.313,1
4,170,9.8732,6.1268,8
11,170,9.8732,6.1268,8
2,170,7.6398,4.3602,6
5,170,16.3958,11.6042,14
15,170,2.9667,1.0333,2
8,170,0,0,0
1,170,7.6398,4.3602,6
10,170,1.687,0.313,1
16,171,0,0,0
17,171,1.683,0.317,1
12,171,29.011,22.989,26
8,171,0,0,0
15,171,2.961,1.039,2
10,171,1.683,0.317,1
11,171,9.8623,6.1377,8
20,171,0,0,0
9,171,1.683,0.317,1
3,171,21.6929,16.3071,19
13,171,15.3085,10.6915,13
6,171,2.961,1.039,2
4,171,8.7514,5.2486,7
19,171,1.683,0.317,1
1,171,7.6302,4.3698,6
2,171,6.4961,3.5039,5
7,171,9.8623,6.1377,8
8,172,0,0,0
4,172,8.7514,5.2486,7
10,172,1.683,0.317,1
20,172,0,0,0
19,172,1.683,0.317,1
12,172,27.9724,22.0276,25
3,172,20.6372,15.3628,18
15,172,1.683,0.317,1
16,172,0,0,0
1,172,8.7514,5.2486,7
11,172,9.8623,6.1377,8
9,172,2.961,1.039,2
17,172,1.683,0.317,1
5,172,17.4511,12.5489,15
7,172,9.8623,6.1377,8
6,172,2.961,1.039,2
2,172,5.3451,2.6549,4
6,173,2.9555,1.0445,2
11,173,9.8515,6.1485,8
3,173,25.8721,20.1279,23
12,173,28.9936,23.0064,26
20,173,0,0,0
17,173,1.6791,0.3209,1
13,173,18.502,13.498,16
16,173,0,0,0
9,173,2.9555,1.0445,2
8,173,1.6791,0.3209,1
19,173,0,0,0
4,173,8.7413,5.2587,7
15,173,2.9555,1.0445,2
2,173,6.4874,3.5126,5
1,173,7.6208,4.3792,6
10,173,1.6791,0.3209,1
7,174,16.4894,11.5106,14
8,174,1.006,-0.006,0.5
9,174,3.6201,1.3799,2.5
2,174,2.3721,0.6279,1.5
11,174,9.9463,6.0537,8
6,174,3.0044,0.9956,2
5,174,18.6302,13.3698,16
1,174,6.5636,3.4364,5
15,174,1.7138,0.2862,1
4,174,8.8305,5.1695,7
10,174,2.3721,0.6279,1.5
3,174,18.6302,13.3698,16
12,174,28.1066,21.8934,25
8,175,0.9426,0.0574,0.5
4,175,9.7025,6.2975,8
6,175,2.8786,1.1214,2
11,175,8.6012,5.3988,7
3,175,21.4619,16.5381,19
7,175,15.1105,10.8895,13
5,175,12.9636,9.0364,11
12,175,28.7527,23.2473,26
9,175,4.0705,1.9295,3
10,175,1.6244,0.3756,1
15,175,1.6244,0.3756,1
2,175,3.4798,1.5202,2.5
1,175,7.4904,4.5096,6
4,176,10.2575,6.7425,8.5
8,176,0.9445,0.0555,0.5
6,176,2.266,0.734,1.5
10,176,1.627,0.373,1
3,176,21.9968,17.0032,19.5
14,176,11.3478,7.6522,9.5
2,176,3.4839,1.5161,2.5
12,176,28.7642,23.2358,26
7,176,16.1867,11.8133,14
9,176,4.075,1.925,3
1,176,7.4966,4.5034,6
11,176,8.6079,5.3921,7
15,176,1.627,0.373,1
10,177,1.6297,0.3703,1
2,177,3.488,1.512,2.5
11,177,9.1669,5.8331,7.5
15,177,1.6297,0.3703,1
6,177,2.886,1.114,2
9,177,5.2401,2.7599,4
12,177,28.7759,23.2241,26
13,177,20.4313,15.5687,18
3,177,25.6632,20.3368,23
8,177,0.9464,0.0536,0.5
1,177,7.5029,4.4971,6
4,177,10.2649,6.7351,8.5
15,178,1.6197,0.3803,1
11,178,8.5892,5.4108,7
1,178,6.92,4.08,5.5
4,178,9.6897,6.3103,8
9,178,4.6447,2.3553,3.5
12,178,26.66,21.34,24
3,178,20.3929,15.6071,18
6,178,2.872,1.128,2
2,178,3.4724,1.5276,2.5
8,178,0.9393,0.0607,0.5
7,178,14.024,9.976,12
10,178,1.6197,0.3803,1
13,178,17.224,12.776,15
32,179,6.3881,3.6119,5
8,179,0.9492,0.0508,0.5
11,179,9.1775,5.8225,7.5
4,179,9.7279,6.2721,8
1,179,6.952,4.048,5.5
3,179,23.5941,18.4059,21
6,179,2.8917,1.1083,2
2,179,4.0865,1.9135,3
10,179,1.6337,0.3663,1
15,179,1.6337,0.3663,1
9,179,4.6705,2.3295,3.5
7,179,17.2742,12.7258,15
12,179,29.8276,24.1724,27
1,180,7.5235,4.4765,6
14,180,14.0846,9.9154,12
15,180,2.8981,1.1019,2
6,180,2.8981,1.1019,2
11,180,9.7403,6.2597,8
12,180,29.848,24.152,27
4,180,10.8358,7.1642,9
2,180,5.2571,2.7429,4
9,180,4.6789,2.3211,3.5
10,180,1.6383,0.3617,1
8,180,0.9525,0.0475,0.5
3,180,27.7777,22.2223,25
10,181,1.6364,0.3636,1
9,181,5.2534,2.7466,4
5,181,15.1511,10.8489,13
8,181,0.9512,0.0488,0.5
4,181,10.2838,6.7162,8.5
11,181,9.7353,6.2647,8
15,181,1.6364,0.3636,1
12,181,29.8397,24.1603,27
3,181,27.7697,22.2303,25
6,181,3.4986,1.5014,2.5
1,181,7.5191,4.4809,6
2,181,4.6755,2.3245,3.5
13,182,14.5078,11.4922,13
10,182,2.6277,1.3723,2
12,182,26.9415,23.0585,25
9,182,2.6277,1.3723,2
1,182,5.4295,3.5705,4.5
4,182,7.6053,5.3947,6.5
6,182,2.6277,1.3723,2
8,182,1.4461,0.5539,1
3,182,19.7225,16.2775,18
2,182,2.6277,1.3723,2
11,182,9.2164,6.7836,8
7,182,17.6437,14.3563,16
4,183,8.1745,5.8255,7
7,183,18.2086,14.7914,16.5
8,183,1.458,0.542,1
12,183,28.5315,24.4685,26.5
3,183,20.2874,16.7126,18.5
5,183,9.7837,7.2163,8.5
11,183,10.3173,7.6827,9
1,183,4.902,3.098,4
6,183,2.6444,1.3556,2
9,183,3.2187,1.7813,2.5
2,183,3.2187,1.7813,2.5
10,183,2.6444,1.3556,2
2,184,3.1827,1.8173,2.5
12,184,27.9181,24.0819,26
3,184,19.68,16.32,18
4,184,12.3682,9.6318,11
10,184,2.6122,1.3878,2
7,184,17.6031,14.3969,16
8,184,1.4351,0.5649,1
6,184,2.6122,1.3878,2
11,184,9.7195,7.2805,8.5
13,184,14.4706,11.5294,13
6,185,1.6106,0.3894,1
3,185,29.7246,24.2754,27
22,185,11.8411,8.1589,10
2,185,5.2026,2.7974,4
1,185,8.5658,5.4342,7
15,185,1.6106,0.3894,1
4,185,9.6649,6.3351,8
16,185,1.6106,0.3894,1
8,185,1.6106,0.3894,1
20,185,0,0,0
11,185,11.8411,8.1589,10
12,185,30.7555,25.2445,28
19,185,1.6106,0.3894,1
10,185,1.6106,0.3894,1
19,186,1.6106,0.3894,1
8,186,1.6106,0.3894,1
15,186,1.6106,0.3894,1
16,186,1.6106,0.3894,1
1,186,8.5658,5.4342,7
5,186,11.8411,8.1589,10
3,186,30.7555,25.2445,28
12,186,30.7555,25.2445,28
20,186,0,0,0
6,186,1.6106,0.3894,1
11,186,11.8411,8.1589,10
4,186,8.5658,5.4342,7
2,186,5.2026,2.7974,4
10,186,1.6106,0.3894,1
20,187,0,0,0
12,187,27.6574,22.3426,25
8,187,1.6106,0.3894,1
19,187,1.6106,0.3894,1
2,187,5.2026,2.7974,4
15,187,1.6106,0.3894,1
16,187,1.6106,0.3894,1
3,187,28.6919,23.3081,26
10,187,1.6106,0.3894,1
4,187,8.5658,5.4342,7
1,187,7.4575,4.5425,6
6,187,1.6106,0.3894,1
11,187,11.8411,8.1589,10
13,187,18.2499,13.7501,16
1,188,7.4317,4.5683,6
10,188,1.5998,0.4002,1
12,188,29.6765,24.3235,27
16,188,1.5998,0.4002,1
20,188,0,0,0
4,188,7.4317,4.5683,6
6,188,1.5998,0.4002,1
15,188,1.5998,0.4002,1
2,188,5.1814,2.8186,4
8,188,1.5998,0.4002,1
3,188,30.7068,25.2932,28
11,188,15.0274,10.9726,13
19,188,1.5998,0.4002,1
5,188,11.8086,8.1914,10
8,189,1.5998,0.4002,1
11,189,13.9591,10.0409,12
1,189,7.4317,4.5683,6
12,189,27.6105,22.3895,25
20,189,1.5998,0.4002,1
2,189,5.1814,2.8186,4
16,189,0,0,0
6,189,1.5998,0.4002,1
4,189,7.4317,4.5683,6
19,189,0,0,0
13,189,16.0919,11.9081,14
3,189,30.7068,25.2932,28
15,189,1.5998,0.4002,1
10,189,1.5998,0.4002,1
8,190,0.9408,0.0592,0.5
4,190,9.1461,5.8539,7.5
11,190,9.6955,6.3045,8
12,190,30.8061,25.1939,28
2,190,5.2247,2.7753,4
33,190,4.0661,1.9339,3
10,190,1.6218,0.3782,1
6,190,3.4757,1.5243,2.5
7,190,17.2316,12.7684,15
3,190,22.4999,17.5001,20
1,190,8.0407,4.9593,6.5
9,190,3.4757,1.5243,2.5
15,190,2.2597,0.7403,1.5
7,191,16.1671,11.8329,14
1,191,7.4832,4.5168,6
6,191,2.8744,1.1256,2
11,191,10.2417,6.7583,8.5
8,191,0.9405,0.0595,0.5
32,191,7.4832,4.5168,6
9,191,3.4751,1.5249,2.5
12,191,30.8042,25.1958,28
10,191,1.6214,0.3786,1
3,191,22.4982,17.5018,20
15,191,1.6214,0.3786,1
4,191,8.5935,5.4065,7
2,191,4.6478,2.3522,3.5
5,192,11.8559,8.1441,10
8,192,0.9363,0.0637,0.5
12,192,27.6788,22.3212,25
2,192,5.2123,2.7877,4
7,192,17.209,12.791,15
9,192,2.8661,1.1339,2
11,192,10.2253,6.7747,8.5
3,192,21.951,17.049,19.5
6,192,2.8661,1.1339,2
15,192,0,0,0
4,192,8.0251,4.9749,6.5
10,192,1.6155,0.3845,1
1,192,7.4692,4.5308,6
2,193,4.6354,2.3646,3.5
11,193,10.2229,6.7771,8.5
7,193,17.206,12.794,15
10,193,1.6147,0.3853,1
6,193,3.4645,1.5355,2.5
3,193,21.4236,16.5764,19
8,193,0.9358,0.0642,0.5
15,193,0.9358,0.0642,0.5
4,193,8.023,4.977,6.5
9,193,2.8649,1.1351,2
1,193,7.4672,4.5328,6
12,193,27.6752,22.3248,25
14,193,11.8534,8.1466,10
7,194,16.1323,11.8677,14
15,194,0.9334,0.0666,0.5
13,194,15.0666,10.9334,13
3,194,21.4107,16.5893,19
6,194,2.8603,1.1397,2
12,194,27.6609,22.3391,25
1,194,7.4594,4.5406,6
9,194,2.8603,1.1397,2
10,194,1.6114,0.3886,1
2,194,4.0483,1.9517,3
4,194,8.5679,5.4321,7
11,194,9.1186,5.8814,7.5
8,194,0,0,0
15,195,1.6523,0.3477,1
16,195,0,0,0
9,195,1.6523,0.3477,1
3,195,18.4033,13.5967,16
2,195,3.5235,1.4765,2.5
4,195,8.6726,5.3274,7
1,195,6.4287,3.5713,5
11,195,10.8761,7.1239,9
12,195,26.7998,21.2002,24
10,195,2.2968,0.7032,1.5
8,195,0.9624,0.0376,0.5
5,195,19.4625,14.5375,17
6,195,3.5235,1.4765,2.5
7,195,15.2047,10.7953,13
7,196,18.8658,15.1342,17
6,196,3.2755,1.7245,2.5
8,196,0.8503,0.1497,0.5
32,196,7.1796,4.8204,6
9,196,2.6954,1.3046,2
3,196,16.7736,13.2264,15
17,196,1.4942,0.5058,1
10,196,2.6954,1.3046,2
1,196,6.0825,3.9175,5
4,196,7.1796,4.8204,6
15,196,2.1038,0.8962,1.5
11,196,13.6141,10.3859,12
2,196,3.2755,1.7245,2.5
12,196,29.2052,24.7948,27
3,197,15.7102,12.2898,14
9,197,2.69,1.31,2
11,197,13.6016,10.3984,12
8,197,0.8476,0.1524,0.5
12,197,26.1049,21.8951,24
6,197,3.2695,1.7305,2.5
15,197,1.4904,0.5096,1
17,197,2.69,1.31,2
1,197,6.0742,3.9258,5
10,197,2.69,1.31,2
14,197,9.3371,6.6629,8
4,197,8.2575,5.7425,7
2,197,3.8408,2.1592,3
7,197,18.8514,15.1486,17
6,198,3.2523,1.7477,2.5
15,198,1.4795,0.5205,1
7,198,18.8101,15.1899,17
11,198,13.5659,10.4341,12
9,198,2.6746,1.3254,2
13,198,11.4456,8.5544,10
17,198,1.4795,0.5205,1
10,198,2.6746,1.3254,2
3,198,15.672,12.328,14
8,198,0.8399,0.1601,0.5
1,198,6.0502,3.9498,5
2,198,2.6746,1.3254,2
4,198,8.2295,5.7705,7
12,198,26.058,21.942,24
2,199,4.4201,2.5799,3.5
17,199,1.4981,0.5019,1
33,199,3.854,2.146,3
12,199,29.2226,24.7774,27
11,199,13.6268,10.3732,12
15,199,1.4981,0.5019,1
6,199,3.854,2.146,3
4,199,8.2773,5.7227,7
10,199,2.7009,1.2991,2
9,199,3.2816,1.7184,2.5
1,199,6.0911,3.9089,5
7,199,18.8805,15.1195,17
3,199,16.7876,13.2124,15
8,199,1.4981,0.5019,1
1,200,4.9513,3.0487,4
2,200,3.8281,2.1719,3
7,200,17.7797,14.2203,16
15,200,1.483,0.517,1
9,200,2.6796,1.3204,2
10,200,2.6796,1.3204,2
8,200,0.8424,0.1576,0.5
12,200,26.0733,21.9267,24
4,200,9.317,6.683,8
17,200,1.483,0.517,1
3,200,16.7334,13.2666,15
6,200,3.2579,1.7421,2.5
11,200,13.5775,10.4225,12
5,200,10.3893,7.6107,9
5,201,15.1299,9.8701,12.5
12,201,29.4881,22.5119,26
6,201,4.3565,1.6435,3
11,201,10.1574,5.8426,8
1,201,6.7331,3.2669,5
7,201,12.9377,8.0623,10.5
3,201,24.7669,18.2331,21.5
10,201,1.7912,0.2088,1
21,201,5.5583,2.4417,4
9,201,5.5583,2.4417,4
8,201,3.1133,0.8867,2
2,201,3.7415,1.2585,2.5
6,202,4.3388,1.6612,3
5,202,15.6394,10.3606,13
4,202,6.7105,3.2895,5
8,202,3.0987,0.9013,2
7,202,12.9059,8.0941,10.5
1,202,5.5379,2.4621,4
3,202,24.1966,17.8034,21
2,202,4.3388,1.6612,3
